Rank,Previous Rank,Artist Name,Periods on Chart,Views,Growth,Week,Month
1,1,Alka Yagnik,411,396343405,0.06%,30,8
2,2,Udit Narayan,432,296656612,0.07%,30,8
3,3,Arijit Singh,441,259357752,0.07%,30,8
4,4,Kumar Sanu,407,231449269,0.04%,30,8
5,5,Shreya Ghoshal,413,170037968,0.05%,30,8
6,6,KAROL G,359,161705102,0%,30,8
7,7,Bad Bunny,406,147751996,-0.01%,30,8
8,8,Shilpi Raj,187,145407880,-0.02%,30,8
9,10,Peso Pluma,88,135842740,0.03%,30,8
10,11,Lata Mangeshkar,424,130559362,0.03%,30,8
11,9,Eminem,441,122000018,-0.12%,30,8
12,13,Khesari Lal Yadav,326,118014655,0.01%,30,8
13,12,Anuel AA,324,117938922,-0.02%,30,8
14,14,Taylor Swift,441,113866831,0%,30,8
15,16,Sonu Nigam,397,113395164,0.07%,30,8
16,15,The Weeknd,427,109200245,0.02%,30,8
17,28,Pritam,171,85444056,0.06%,30,8
18,17,Pawan Singh,344,85140287,-0.06%,30,8
19,24,Billie Eilish,315,84735209,0.03%,30,8
20,29,Fuerza Regida,125,83726800,0.11%,30,8
21,18,Feid,153,83673822,-0.07%,30,8
22,22,Cris Mj,123,82870567,-0.02%,30,8
23,19,Shakira,441,81633284,-0.09%,30,8
24,23,Junior H,180,81122162,-0.02%,30,8
25,25,Carin Leon,182,80987674,-0.01%,30,8
26,26,Ozuna,412,80678938,-0.01%,30,8
27,21,Karan Aujla,145,79906345,-0.06%,30,8
28,27,Rauw Alejandro,257,75822312,-0.06%,30,8
29,37,Romeo Santos,441,72398342,0.06%,30,8
30,30,Maluma,441,71882993,-0.02%,30,8
31,32,Anuradha Paudwal,367,71285941,0.01%,30,8
32,33,J Balvin,441,69323290,-0.01%,30,8
33,35,Ariana Grande,441,69011754,0%,30,8
34,38,Grupo Firme,204,68903343,0.02%,30,8
35,34,Natanael Cano,149,68129926,-0.01%,30,8
36,36,Myke Towers,274,66734657,-0.03%,30,8
37,40,Grupo Frontera,97,66525322,0.03%,30,8
38,31,Kendrick Lamar,231,66493427,-0.06%,30,8
39,20,Stray Kids,184,66298543,-0.23%,30,8
40,43,Jubin Nautiyal,273,64534232,0.05%,30,8
41,39,Maria Becerra,182,63923898,-0.05%,30,8
42,61,Neha Kakkar,408,63610776,0.20%,30,8
43,41,Daddy Yankee,441,63310371,-0.01%,30,8
44,46,SP Balasubrahmanyam,238,60931228,0.03%,30,8
45,89,Sachin-Jigar,145,60441559,0.38%,30,8
46,44,Justin Bieber,441,60188741,-0.01%,30,8
47,58,Himesh Reshammiya,264,59439772,0.10%,30,8
48,42,BTS,441,59306857,-0.04%,30,8
49,45,Chris Brown,423,58628138,-0.02%,30,8
50,64,Travis Scott,286,58504975,0.14%,30,8
51,48,Farruko,372,58204839,0%,30,8
52,55,Kavita Krishnamurthy,286,57410293,0.06%,30,8
53,49,Rihanna,441,57164508,-0.01%,30,8
54,50,Ed Sheeran,441,57065228,0%,30,8
55,57,Lady Gaga,324,56753531,0.05%,30,8
56,62,Sameer Anjaan,29,56555504,0.08%,30,8
57,59,Sunidhi Chauhan,354,56337821,0.05%,30,8
58,54,Anirudh Ravichander,191,55970827,0.02%,30,8
59,84,A. R. Rahman,189,55467284,0.23%,30,8
60,52,MC Ryan SP,144,55170659,0%,30,8
61,51,Luis R Conriquez,151,55122481,-0.01%,30,8
62,60,BLACKPINK,363,54958918,0.03%,30,8
63,70,Post Malone,385,53845479,0.11%,30,8
64,47,Ashish Yadav,41,52221146,-0.12%,30,8
65,56,Blessd,144,51755911,-0.04%,30,8
66,53,Sabrina Carpenter,28,51670607,-0.06%,30,8
67,63,Lana Del Rey,192,51515054,-0.02%,30,8
68,66,Kishore Kumar,294,51227431,0.01%,30,8
69,65,Coldplay,441,50817152,-0.01%,30,8
70,68,David Guetta,428,50116895,0.02%,30,8
71,67,Henrique & Juliano,366,48730209,-0.03%,30,8
72,69,Diljit Dosanjh,204,48338865,-0.01%,30,8
73,73,Future,365,47787032,0%,30,8
74,72,NewJeans,105,47727094,0%,30,8
75,95,Atif Aslam,338,47722326,0.14%,30,8
76,71,Los Temerarios,266,47538896,-0.02%,30,8
77,76,Sadhana Sargam,224,47334327,0.02%,30,8
78,77,Linkin Park,439,46588240,0.01%,30,8
79,78,Sidhu Moose Wala,197,46567392,0.01%,30,8
80,79,Doja Cat,222,46562804,0.01%,30,8
81,75,Aventura,310,46416653,0%,30,8
82,74,B Praak,250,46384621,-0.02%,30,8
83,81,Los Ángeles Azules,325,45884456,0%,30,8
84,83,Vicente Fernández,309,44908882,-0.01%,30,8
85,90,Bruno Mars,441,44817515,0.03%,30,8
86,88,Maroon 5,439,44740682,0.01%,30,8
87,86,Arcángel,258,44621189,0%,30,8
88,85,Imagine Dragons,415,44532924,-0.01%,30,8
89,82,Dua Lipa,365,44079038,-0.03%,30,8
90,n/a,Badshah,370,43972939,n/a,30,8
91,n/a,KK,160,43772887,n/a,30,8
92,87,Don Omar,310,43586338,-0.02%,30,8
93,91,Alan Walker,411,43247731,0%,30,8
94,99,Asha Bhosle,242,43192928,0.04%,30,8
95,92,Michael Jackson,441,43043032,0.01%,30,8
96,n/a,Yo Yo Honey Singh,325,43004353,n/a,30,8
97,96,Christian Nodal,258,42657849,0.02%,30,8
98,n/a,Abhijeet Bhattacharya,212,42072977,n/a,30,8
99,n/a,Drake,418,41919203,n/a,30,8
100,80,Shivani Singh,74,41856115,-0.09%,30,8
