Rank,Previous Rank,Artist Name,Periods on Chart,Views,Growth,Week,Month
1,1,Alka Yagnik,389,353849178,-0.04%,8,2
2,2,Udit Narayan,410,262584222,-0.05%,8,2
3,3,Arijit Singh,419,255204048,-0.04%,8,2
4,4,Kumar Sanu,385,216508496,-0.04%,8,2
5,5,Shilpi Raj,165,186465390,0.09%,8,2
6,6,Peso Pluma,66,156670449,0.02%,8,2
7,7,Bad Bunny,384,146616051,0.01%,8,2
8,9,Khesari Lal Yadav,304,145806950,0.03%,8,2
9,8,Shreya Ghoshal,391,141283069,-0.02%,8,2
10,10,Taylor Swift,419,133791714,-0.05%,8,2
11,14,The Weeknd,405,133440767,0.06%,8,2
12,13,Lata Mangeshkar,402,127644615,-0.02%,8,2
13,11,KAROL G,337,127451614,-0.04%,8,2
14,12,Pawan Singh,322,118949430,-0.10%,8,2
15,15,Sonu Nigam,375,105464336,0.01%,8,2
16,16,Fuerza Regida,103,91833536,-0.04%,8,2
17,18,Anuel AA,302,88428448,-0.02%,8,2
18,17,Junior H,158,88244874,-0.05%,8,2
19,19,Feid,131,86294188,-0.01%,8,2
20,20,Eminem,419,84110035,-0.02%,8,2
21,22,Shakira,419,80727335,0.01%,8,2
22,21,Carin Leon,160,80456118,-0.02%,8,2
23,24,Pritam,149,78503225,0%,8,2
24,23,Xavi,17,72333911,-0.09%,8,2
25,29,Myke Towers,252,71272362,0.05%,8,2
26,25,Grupo Frontera,75,71032018,-0.03%,8,2
27,27,Ozuna,390,70337737,0%,8,2
28,26,Justin Bieber,419,69702215,-0.02%,8,2
29,28,Ed Sheeran,419,68719810,0%,8,2
30,58,Asees Kaur,197,67039707,0.26%,8,2
31,31,Maluma,419,64159520,-0.01%,8,2
32,34,BTS,419,63238470,0%,8,2
33,35,Anuradha Paudwal,345,63122841,-0.01%,8,2
34,33,Rihanna,419,62527666,-0.03%,8,2
35,43,Daddy Yankee,419,61715447,0.02%,8,2
36,40,Rauw Alejandro,235,61710864,0.01%,8,2
37,36,Romeo Santos,419,61349219,-0.03%,8,2
38,30,Nicki Nicole,123,61255110,-0.08%,8,2
39,39,Natanael Cano,127,60988744,0%,8,2
40,37,Maria Becerra,160,60513732,-0.03%,8,2
41,32,Ariana Grande,419,60468857,-0.07%,8,2
42,41,Neelkamal Singh,101,59463456,-0.02%,8,2
43,44,S. P. Balasubrahmanyam,216,59454787,0%,8,2
44,64,Tanishk Bagchi,181,59306194,0.14%,8,2
45,45,J Balvin,419,57808656,-0.01%,8,2
46,38,Drake,396,57217228,-0.07%,8,2
47,42,Jubin Nautiyal,251,55508699,-0.08%,8,2
48,55,Lady Gaga,302,55363147,0.01%,8,2
49,48,Kavita Krishnamurthy,264,55351872,-0.02%,8,2
50,50,Grupo Firme,182,54935057,-0.03%,8,2
51,56,Farruko,350,54642631,0%,8,2
52,47,Anirudh Ravichander,169,54604802,-0.04%,8,2
53,54,Coldplay,419,53880500,-0.02%,8,2
54,49,Chris Brown,401,53717064,-0.05%,8,2
55,53,Neha Kakkar,386,53570188,-0.03%,8,2
56,85,LE SSERAFIM,73,53137293,0.19%,8,2
57,63,Vishal Mishra,55,52987824,0.02%,8,2
58,52,B Praak,228,52369593,-0.06%,8,2
59,46,Dua Lipa,343,52192508,-0.10%,8,2
60,51,Shivani Singh,52,51725528,-0.08%,8,2
61,77,Alan Walker,389,51469941,0.10%,8,2
62,57,Sunidhi Chauhan,332,51301474,-0.05%,8,2
63,61,MC Ryan SP,122,50988662,-0.03%,8,2
64,62,Sidhu,175,50864039,-0.03%,8,2
65,68,Beyoncé,418,50593188,0.03%,8,2
66,65,Kishore Kumar,272,50500353,-0.01%,8,2
67,72,Himesh Reshammiya,242,50076576,0.03%,8,2
68,86,Linkin Park,417,50049360,0.12%,8,2
69,66,BLACKPINK,341,50023254,-0.02%,8,2
70,60,Bizarrap,179,49751070,-0.06%,8,2
71,80,Cris Mj,101,49381421,0.07%,8,2
72,67,Doja Cat,200,48249443,-0.03%,8,2
73,n/a,TWICE,358,47734035,n/a,8,2
74,59,Vishal Dadlani,180,47230444,-0.11%,8,2
75,69,Bruno Mars,419,47149592,-0.04%,8,2
76,73,Tiago PZK,149,46540925,-0.03%,8,2
77,74,Adele,322,46067121,-0.03%,8,2
78,89,Arcángel,236,45798401,0.04%,8,2
79,76,Anitta,309,45744063,-0.03%,8,2
80,82,Sameer Anjaan,7,45464588,-0.01%,8,2
81,78,Travis Scott,264,45065174,-0.03%,8,2
82,96,Los Temerarios,244,44669160,0.04%,8,2
83,81,Ana Castela,86,44552078,-0.03%,8,2
84,71,Shilpa Rao,60,44167806,-0.10%,8,2
85,91,David Guetta,406,43899496,0.01%,8,2
86,84,Imagine Dragons,393,43668850,-0.02%,8,2
87,83,Lana Del Rey,170,43655639,-0.05%,8,2
88,88,Post Malone,363,43196730,-0.02%,8,2
89,75,Atif Aslam,316,42671215,-0.10%,8,2
90,97,Michael Jackson,419,42319252,-0.01%,8,2
91,79,Kanye West,172,42295238,-0.08%,8,2
92,92,Billie Eilish,293,42202183,-0.03%,8,2
93,99,Christian Nodal,236,42201557,0%,8,2
94,94,Maroon 5,417,42181517,-0.02%,8,2
95,93,Asha Bhosle,220,42125763,-0.02%,8,2
96,95,Katy Perry,419,42062142,-0.02%,8,2
97,98,Sia,404,41724339,-0.02%,8,2
98,n/a,Aventura,288,41694806,n/a,8,2
99,n/a,Don Omar,288,41678765,n/a,8,2
100,90,YoungBoy Never Broke Again,338,41554331,-0.05%,8,2
